,district,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor
3000,Q12,3.0,40.0,2,2,True,,True,,,,,2
3001,Phú Nhuận,3.6,42,4,4,True,,,,,,True,4
3002,Tân Bình,7.8,68,4,,,,,,,True,,4
3003,Phú Nhuận,3675000000.0,30.2,3,4,True,,,,,,True,2
3004,Gò Vấp,8.3,75.1,3,4,,,True,True,,,,3
3005,Quận Bình Thạnh,,,4,,True,True,True,True,,,True,5
3006,Phú Nhuận,3.6,42,4,4,False,,,,,,True,4
3007,Tân Phú,7.58,68,4,1,True,,,,,,,5
3008,Bình Thạnh,5,45,,,,,,,,,,4
3009,Phú Nhuận,3.0,44.0,2,2,,,,,,,True,2
3010,BÌNH TÂN,5.5,76,,,True,,,,,,True,5
3011,Q3,31,48,,,True,,,,,,,8
3012,Quận 9,18.7,123.0,,,True,,True,,,,True,3
3013,Quận 9,16.0,,,,,,,True,True,True,,3
3014,TP. Thủ Đức,3.3,50,1,1,,,,,,,,1
3015,Tp Thủ Đức,2500000000.0,,2,2,True,,,True,,,True,3
3016,Quận 9,13.99,,3,2,True,,True,,,True,,2
3017,Quận 9,8990000000.0,,5,6,True,,True,True,,True,,3
3018,Quận 9,18.7,123,2,,True,,True,,,,True,2
3019,Quận 9,16.0,7.0,12,,True,,True,True,True,True,,3
3020,,,,,,,,,,,,,
3021,TP. Thủ Đức,3.3,50,1,1,True,,,,,,,1
3022,,2.5,,2,2,True,,,True,,,,3
3023,Q9,,,3,2,,,True,,,True,,2
3024,Quận 9,8.99,,5,6,True,,True,True,,,,3
3025,,3.2,50,3,3,True,,,,,,True,2
3026,Phú Nhuận,4896000000,41.75,2,2,True,,,,,,True,2
3027,Phú Nhuận,2896000000.0,42.125,2,2,True,,,,,,True,2
3028,Phú Nhuận,3.6,42,4,4,True,,,,,,True,4
3029,,,24.32,2,3,,,,,,,True,3
3030,Phú Nhuận,2.35,36.4,4,3,True,,True,,,,,2
3031,,2.2,,2,2,True,,True,,True,,,3
3032,Tân Phú,4.08,48,2,2,,,,True,,,,2
3033,,5.8,100,,,True,,,,,,,
3034,Gò Vấp,4.85,41,5,3,False,,,,,,,4
3035,Gò Vấp,6.1,42,4,4,,,,,,,,4
3036,Tân Bình,23.0,130.0,6,,True,,,,,,,4
3037,Quận Bình Thạnh,7000000000.0,58,3,,,True,True,True,,True,True,
3038,Quận Gò Vấp,7.39,52,4,7,,,True,True,,,,2
3039,Quận 8,4,31,4,3,True,,,,,,,4
3040,QUẬN 8,10.0,125.0,,,True,,,,,,True,
3041,Q3,6.8,42,2,,,,,,,,,2
3042,Q9,13.99,,3,2,True,,True,,,True,,2
3043,Quận 9,8.99,,5,6,True,,True,True,,,,3
3044,Quận 9,16.0,7.0,12,,,,True,True,True,True,,4
3045,Quận 9,18.7,123,,,True,,True,,,,True,2
3046,TP. Thủ Đức,3.3,50,1,1,,,,,,,True,1
3047,Tp Thủ Đức,2500000000.0,,2,2,True,,,True,,,,3
3048,Phường Phước Long A,13.99,,3,2,,,True,,,,,2
3049,Q9,13.99,,3,2,,,True,,,,,2
3050,Quận 9,8.99,,5,6,True,,True,True,,,,3
3051,Quận 9,18.7,123,,,True,,True,,,,True,2
3052,Q9,16.0,7.0,12,,,,,True,True,True,,3
3053,,3.4,,3,2,True,True,True,,,,,2
3054,Tân Phú,1000000000000.0,101,4,2,True,,,True,,,True,2
3055,Quận 10,16.0,95.0,,,True,True,True,True,,,,2
3056,Bình Thạnh,3,4.5,2,3,True,True,,True,,,,3
3057,Huyện Bình Chánh,840000000,68,2,2,True,,True,True,,True,True,1
3058,Quận 9,18.7,123,,,True,,True,,,,True,3
3059,Quận 9,16.0,7.0,12,,,,,True,True,,,3
3060,TP. Thủ Đức,3.3,50,1,1,,,,,,,,1
3061,TP. Thủ Đức,3.3,50,1,1,True,,,,,,True,1
3062,Tp Thủ Đức,2500000000.0,,2,2,True,,,True,,,,3
3063,Q9,13.99,,3,2,True,,True,,,,,2
3064,Quận 9,8.99,,5,6,True,,True,True,,,,3
3065,Quận 9,18.7,123,,,True,,True,,,,True,2
3066,,,,,,,,,,,,,
3067,TP. Thủ Đức,3.3,50,1,1,True,,,,,,,1
3068,Tp Thủ Đức,2.5,,2,2,True,,,True,,,,3
3069,Q9,13990000000.0,,3,2,,,True,,,,,2
3070,Quận 9,8.99,,5,6,True,,True,True,,,,3
3071,Tân Phú,7.0,75.0,5,,True,,,,,,,4
3072,Quận 8,9.8,243.2,7,5,True,,,,,,,3
3073,Quận 8,16.5,105,4,5,True,True,True,True,,,,3
3074,Huyện Củ Chi,530000000,284,3,1,True,True,True,,,,,
3075,Quận 9,16.0,7.0,12,,,,True,True,True,True,,3
3076,TP. Thủ Đức,3.3,50.0,1,1,True,,,,,,,1
3077,TP. Thủ Đức,3.3,50,1,1,True,,,,,,,1
3078,Tp Thủ Đức,2.5,,2,2,True,,,True,,,,3
3079,Bình Thạnh,5,45,2,2,True,True,True,True,,,,2
3080,Quận Bình Tân,4.55,64.9,,,,True,,,,,True,4
3081,Quận Bình Tân,4.55,64.9,,,,True,,,,,True,4
3082,Phú Nhuận,2265000000,43.86,2,2,,True,True,True,,,True,
3083,Tân Phú,7.3,75,5,,,,,,,,,5
3084,Bình Thạnh,4,40,2,2,4.7,True,True,True,,,,2
3085,Tân Phú,500000000.0,72.0,5,,,,,,,,True,4
3086,,,66.0,4,,,,True,True,True,,,3
3087,,3.0,37.0,2,3,,,True,,,,True,3
3088,Tân Bình,15,60,8,,True,True,True,True,,,True,6
3089,Tân Bình,3.8,40,2,,True,,,,,,True,2
3090,Bình Thạnh,2.0,38.0,4,4,True,True,False,True,True,False,False,2
3091,BÌNH TÂN,5.2,68,4,3,True,,True,,,True,,4
3092,Thủ Đức,5.6,66,3,,True,,,,True,,,3
3093,,5.95,,5,,True,,,True,,,,3
3094,,3.5,52,2,2,,,,,,,,2
3095,"Quận 2, Quận Tân Bình, P.Hiệp Bình Phước, P.An Lạc, P.Phước Long",4430000.0,,,,,,,,,,,
3096,Quận 9,16.0,7.0,12,,,,,True,True,True,,3
3097,TP. Thủ Đức,3.3,50,1,1,True,,,,,,,1
3098,Quận 9,8.99,,5,6,True,,True,True,,True,,3
3099,Gò Vấp,7.3,74,3,3,,,,,,,,3
3100,Tân Bình,3.0,48.0,3,,,,,,,,True,2
3101,Tân Bình,3.0,48.0,3,,,,,,,,True,2
3102,Quận 12,2.7,48,2,2,True,,,,,,,2
3103,Quận 12,2.75,48,2,2,True,,True,,,,,2
3104,Quận 1,6.5,30,,,,,,,,,True,3
3105,Gò Vấp,9.2,80,,,,,,,,,True,4
3106,Bình Tân,500000000,66,3,,False,False,False,False,False,False,True,2
3107,BÌNH TÂN,,66,3,,True,,,,,,,2
3108,Tân Bình,17.5,130,,,True,,,,,,True,6
3109,TÂN HÒA ĐÔNG,5.3,65,3,3,,,,,,,True,2
3110,TB,4700000000.0,45.1,2,,4.0,,,,,,,
3111,Bình Tân,4.0,70.0,2,,,,,,,,,2
3112,Tân Bình,5,65,,,True,,,,,,,
3113,Tân Bình,5.0,65.0,,,True,,,,,,,
3114,,5.0,50.0,3,3,,,,True,,,,4
3115,Quận 6,8,80,4,,True,,,,,,True,4
3116,Q. Bình Tân,4.5,60,,,True,,True,True,,,,2
3117,Quận Bình Tân,8.5,132,,,,,,True,,,,2
3118,,,,,,,,,,,,,
3119,Bình Tân,3.0,78.0,4,,,,,,,,True,3
3120,Gò Vấp,4.9,46,2,2,True,,,,,,,2
3121,Quận 12,5.9,72,4,,True,,,,,,True,3
3122,Q. Gò Vấp,4.5,38,4,3,True,,,True,,,,4
3123,Q9,3.9,90,,,True,True,True,True,,,True,
3124,Q9,3.9,90,,,True,True,True,True,,,True,
3125,,3,72,3,2,True,True,,,,,,2
3126,Tân Bình,5.2,65,,,,,,,,,,
3127,Bình Thạnh,4.0,40.0,,,,True,True,True,True,,True,2
3128,Tân Phú,5.0,64.0,3,,True,,,,,True,True,3
3129,Quận 9,2810000.0,,,,,,,,,,,
3130,Quận 1,6.5,60.2,3,4,True,,,,,,True,3
3131,Huyện,650000000,80,2,2,,True,True,,,,True,2
3132,Quận Bình Tân,6.0,50.0,4,4,True,True,True,True,,,,3
3133,Q. Bình Tân,5.8,80,,,,True,True,True,,,,2
3134,Quận Bình Tân,4.95,60,,,True,,True,True,,,,2
3135,Quận 1,7.8,59,,,,,,,,True,,2
3136,Q. Bình Tân,4.8,56.0,,,,,True,True,,,,
3137,Quận Bình Tân,3.7,48,,,True,True,True,True,,,,2
3138,Tân Phú,7.3,61,4,,,,,,,,True,4
3139,Quận 8,6.9,75,4,5,True,,True,True,,,,2
3140,Bình Tân,3.6,74,,,,,True,True,,,,
3141,Tân Bình,3.0,42.0,2,,True,,,,,,True,2
3142,QUẬN 6,5.6,135.0,4,3,True,,,,,,,3
3143,Tân Phú,3.0,44.0,2,2,,,,,,,True,2
3144,Tân Phú,3.0,44.0,2,2,,,,,,,True,2
3145,,3.0,36.0,2,2,True,,True,True,,True,,2
3146,,3.0,36.0,2,2,True,,True,True,,True,,2
3147,BÌNH THẠNH,3.0,23.0,,,True,,,,True,,True,3
3148,BÌNH THẠNH,3.0,23.0,,,True,,,,True,,True,3
3149,Bình Tân,32.0,240.0,6,7,True,,,True,,,,3
3150,Quận 12,3.6,56,3,2,True,,True,,,,,2
3151,Bình Tân,,131.0,3,,True,True,True,True,True,,,2
3152,Q Tân Phú,3800000000.0,,2,,,,,,True,,,2
3153,Huyện Bình Chánh,680000000.0,150.0,2,2,,,True,True,,True,True,2
3154,,2.7,45,,,True,,,,,,,
3155,Quận 1,42.0,162.0,,,,,,,,,,5
3156,Q.1,90.0,247.0,,,,,,,,,True,
3157,Gò Vấp,14.0,80.0,4,3,True,,,,,,,3
3158,Bình Tân,4.0,56.0,4,,True,,,True,,,,2
3159,Bình Thạnh,6.98,65,3,3,,,True,,,,,2
3160,Quận 3,7.2,50.4,8,5,,,,,,,,6
3161,,32.5,141.9,,,True,,,,,,,3
3162,,3.5,,,,,,,True,,,,
3163,Tp Thủ Đức,39.0,198.0,,,,,,,,,True,5
3164,Quận 8,7.7,219.7,4,5,,,,,,,,3
3165,Quận 8,8.5,88.4,12,13,,True,True,True,,,,5
3166,Q3,5.8,78,,,True,,True,True,,,True,5
3167,Gò Vấp,4.5,65,8,8,,,,,,,,5
3168,Quận 3,5.0,60.0,3,,True,,,,,,,
3169,Quận 3,5.0,60.0,3,,True,,,,,,,
3170,,7.4,36.0,3,5,,,,,,,,3
3171,Quận 3,5.8,60,3,3,True,True,True,,,,True,3
3172,Tân Phú,4.0,52.0,2,2,True,,,,,,,2
3173,TP. Thủ Đức,6.0,56.0,4,5,True,True,True,,,,True,3
3174,TP. Thủ Đức,6.0,56.0,4,5,True,True,True,,,,True,3
3175,Gò Vấp,11.5,100,,,True,,,,,,True,5
3176,Quận 6,4.0,44.4,2,2,True,,,,,,,2
3177,Bình Thạnh,12.0,80.0,6,7,,True,,,,,True,5
3178,,3,72,3,2,,True,,,,,,2
3179,,3.0,72.0,3,2,,True,,,,,,2
3180,,,,,,,,,,,,,
3181,Bình Thạnh,6.3,42,4,3,True,,True,,True,True,,3
3182,Tân Phú,7000000000.0,72,4,5,True,,,,,,True,5
3183,Quận 9,45.0,168.0,,,True,,,,,,,5
3184,,11.95,103.0,,,True,,,,,,,3
3185,Quận Tân Bình,,,,,,,,,,,,
3186,Gò Vấp,8.3,93,3,,True,True,,,,True,True,
3187,,3.0,64.0,,,,,,True,,,True,
3188,Hiệp Bình Chánh,30.0,230.0,,,True,,,True,,True,,3
3189,,,,,,,,,,,,,
3190,Q.1,14.5,56,3,2,True,,,,,,,4
3191,Quận 12,3.68,56,2,2,True,,,,,,,2
3192,Huyện,623.0,182.6,2,2,True,False,True,False,False,True,False,2
3193,Gò Vấp,5.0,45,4,4,True,,,,,,,4
3194,,1.75,17.0,,,True,,,,,,,2
3195,Quận 9,4.8,52,4,3,True,,,,True,True,,3
3196,Gò Vấp,7.6,87,4,5,True,,,,,,,3
3197,Quận 12,1800000000.0,40.0,3,2,,,,,,,,
3198,Quận 3,8.0,101.0,1,2,True,,,,,,,3
3199,Q12,3.0,52.73,,,,,,,,,,3
3200,,9.5,,3,3,True,,,,,True,,1
3201,,17.5,90.8,,6,True,,,,,,,5
3202,,5.1,,,,True,,True,True,,True,,1
3203,Gò Vấp,7.0,90.0,4,5,,,,,,,,3
3204,Gò Vấp,6.0,44.0,4,6,True,,,,,,,3
3205, Linh Đông,26.0,445.0,,,True,,,,,,,4
3206,Bình Thạnh,24.0,210.0,8,,,,True,,True,,True,4
3207,Bình Tân,5000000000.0,56,4,,,,,,,,,3
3208,,,35.0,2,3,,,,,,,True,3
3209,,,64.0,6,7,True,,,,,True,,4
3210,Quận 11,5.0,68.8,4,5,True,,True,,,,True,5
3211,Quận 12,3.4,46,,,,,,,,,,2
3212,Quận 5,6.0,63.0,2,2,True,,,,,,,
3213,Quận 6,5.95,75,4,3,True,,,,,,,3
3214,,4.9,,3,2,True,,True,True,,,True,2
3215,Bình Thạnh,10.8,51.2,3,4,True,,,,,,,5
3216,Thủ Đức,11.0,168.0,,,True,,,,,,,1
3217,Tân Phú,7.0,72.0,4,1,True,,,,,,,5
3218,Quận 8,4,57,4,,True,,True,,,,,3
3219,Phú Nhuận,3.6,151.6,5,4,True,,True,,,,,4
3220,Phú Nhuận,2.9,35,2,2,,,,True,,,True,2
3221,Phú Nhuận,2.9,35,2,2,True,,,True,,,True,2
3222,Quận 3,5.3,23.2,,,True,,,,,,,2
3223,TP Thủ Đức,13.5,91.0,5,4,,,,,,,,4
3224,Phú Nhuận,5,30,2,3,True,,,True,,True,True,3
3225,Phú Nhuận,6.15,40,3,,,,,,,,True,3
3226,Huyện Nhà Bè,4.15,54.4,4,5,,,True,True,,,True,2
3227,Bình Tân,6,90,,,True,,,,,,True,5
3228,Quận Bình Chánh,600.0,100.0,2,,True,,,,,,,
3229,Quận 3,15.0,110.0,,,,,,,,,,3
3230,Q12,3.3,63,,,True,,True,,,,,2
3231,Gò Vấp,2.5,52,,,,,,,,,,
3232,Bình Tân,6.0,90.0,6,,,,,,,,True,5
3233,Phú Nhuận,11.5,115,,,,,,,,,,2
3234,Gò Vấp,,60.4,4,5,True,,,,,,True,5
3235,Quận Bình Thạnh,4.5,112,,,,,,True,,,True,4
3236,Bình Tân,3.0,48.0,2,,,,,,,,,1
3237,Gò Vấp,2.0,61.0,3,,True,,,,,,True,2
3238,Quận 11,3.57,30.55,2,,,True,True,True,True,,,2
3239,Quận Bình Thạnh,4.6,75,,,True,,,,,,True,
3240,Bình Thạnh,5.2,60,4,,True,True,,True,,,True,3
3241,Bình Thạnh,5.2,60,4,,True,True,,True,,,True,3
3242,Quận Bình Thạnh,4.75,38,2,3,True,,,,,,,4
3243,Bình Thạnh,5.0,42.0,4,4,True,,,,,True,,5
3244,Quận 9,3.6,60,3,3,,,,,,,True,2
3245,Phú Nhuận,2.0,14.0,,,,True,True,True,,,True,2
3246,Quận 1,6,55,4,4,,,True,True,,,,3
3247,Bình Thạnh,5,65,,,,,,,True,,True,2
3248,Bình Thạnh,5.3,30,,,,True,True,,True,,True,5
3249,Quận 1,132000000,43,2,2,True,,,,,,,3
3250,Phú Nhuận,5.95,49,4,3,True,,,,,,,3
3251,Quận 1,,,7,5,,,,,,,,5
3252,Bình Thạnh,6.8,95,3,,True,True,True,,True,,True,2
3253,Quận Bình Thạnh,19.7,130,26,,True,,,,,True,True,5
3254,Quận 11,5.0,35.0,3,3,True,,,,,,,3
3255,Bình Tân,6.0,101.0,3,2,True,,,,,,True,2
3256,,9.5,,3,3,True,,,,,,,1
3257,Q.12,1.5,16,2,2,,,,,,,,1
3258,Bình Thạnh,4.2,72,4,6,,,,,,,,5
3259,,6.7,70,,,True,,,True,True,,True,3
3260,,6.7,70,3,,True,,,True,True,,True,3
3261,,6700000000.0,120.0,,,True,,True,,,,,
3262,,5.3,5.0,2,2,,,,,,,,2
3263,Quận 1,4.7,115.8,2,2,True,,,,True,,,2
3264,Quận Bình Tân,5.9,60.0,4,4,True,True,True,True,,,,3
3265,Q. Bình Tân,5.9,60,4,4,True,True,True,True,,,,3
3266,Quận Bình Tân,5.65,54,,,True,True,True,True,,,,2
3267,Q.6,11.0,72.0,4,5,True,True,True,True,,True,,4
3268,Bình Tân,6.2,66,5,6,True,,,,,,,4
3269,,12.0,110.0,5,,,,True,,,,,
3270,Bình Thạnh,4.3,60,3,3,True,True,True,True,,,True,3
3271,Phú Nhuận,,36.0,3,5,True,,,,,,,5
3272,,2.95,41,3,2,,,True,True,,,,2
3273,Bình Thạnh,6.0,56.0,3,3,True,,,,,,,2
3274,Quận 8,14.2,233.7,5,,True,True,True,,True,True,,3
3275,Q9,6.3,91,3,4,True,,True,,,,,2
3276,Quận 1,4.0,28.0,2,3,True,,,,,,,3
3277,Quận 9,6.2,88.6,,,,,,,,,,3
3278,Quận Tân Phú,5350000000.0,62.0,,,,,,,,,,
3279,Bình Thạnh,,67.5,3,3,,True,True,,,,,3
3280,,5.1,,,,True,,True,True,,True,,5
3281,,5.1,,,,True,,True,True,,True,,1
3282,Tân Phú,,,2,2,,,,True,,,,2
3283,Bình Thạnh,5.25,60.0,3,3,True,,,,,,True,2
3284,Gò Vấp,2.25,44,2,2,,True,True,True,,,,2
3285,Quận 12,3.35,45,2,2,True,,,,,,True,2
3286,Quận Bình Thạnh,8000000000.0,60,12,,,,,,,,,6
3287,Quận 12,6.9,68,5,6,True,,,,,,,4
3288,Tân Bình,6.5,100,6,,,,,,,,True,3
3289,Quận Tân Bình,100.0,195.0,,,,,,,,,,4
3290,Quận 6,2300.0,39.5,3,,,,,,,,,2
3291,Bình Tân,1000000000,33,2,,,,,,,,,2
3292,Q6,7.88,100,,,,,True,True,,True,,3
3293,Bình Thạnh,4.5,55,3,2,,,True,,,,,2
3294,Q.BT,5.5,52,2,2,True,,True,,,,,2
3295,Gò Vấp,7.0,72.0,5,6,True,,True,,,,,4
3296,Quận 12,1000000000,,,,,,,,,,,1
3297,,6.8,72,4,,True,,,,,,,3
3298,BÌNH TÂN,6.4,72.0,5,,True,,,,,,,4
3299,Quận Bình Thạnh,3.0,42.0,2,2,True,,,,,,,2
3300,Quận Tân Phú,,80,3,2,True,,,,,,,2
3301,Tân Bình,2.0,60.0,,2,,,,,,,True,2
3302,Quận 1,1.0,93.0,5,,True,,,,,,,1
3303,Q11,5.4,38,3,3,True,,,,,,True,3
3304,Thủ Đức,5.0,135.0,9,,True,True,True,,,True,,3
3305,Quận 1,5.9,25,4,,True,,,,,,,4
3306,Bình Thạnh,3.6,54.8,9,6,True,,,,,,,5
3307,Bình Thạnh,3.6,54.8,9,6,True,,,,,,,5
3308,Quận 12,4.5,56,4,3,True,,,,,,,3
3309,BÌNH TÂN,1900.0,50.5,2,,,,,,,,,3
3310,Bình Tân,10.0,80.0,12,,True,,,True,,,,5
3311,Bình Tân,3.0,44.0,2,,True,,,,,,,2
3312,Phú Nhuan,16.0,400.0,5,5,True,,,,,,True,3
3313,Quận 12,3.5,70,,,,,,,,,,
3314,Quận 9,,,2,2,,,,,,,,2
3315,,1.7,30.0,,,,,,,,,,
3316,,6.5,,4,,True,,True,,,True,,4
3317,Tân Bình,4.0,48.0,,,,,,,,,True,3
3318,,1150000000.0,120.0,2,2,True,,True,,,,,1
3319,Gò Vấp,5.9,60,4,,,,,,,,,4
3320,Phú Nhuận,3.0,4.2,,,,,,,,,,3
3321,Bình Thạnh,8.4,55,4,,True,,,,,,,5
3322,PHÚ NHUẬN,9.2,63,3,,True,,,,,,True,2
3323,Q11,5.5,39,,,,,,,,,True,2
3324,Q11,5.5,39,,,,,,,,,True,2
3325,Phú Nhuận,24.0,70.0,6,5,True,,,,,,,5
3326,Tân Bình,4.55,45,3,,,True,,,,,False,2
3327,Tân Bình,13,80,5,5,True,,,,,,True,5
3328,Quận 12,3.2,56,2,2,,,,,,,,2
3329,Q.11,11.0,142.0,3,2,,,True,,,True,,
3330,GÒ VẤP,10.0,80.0,13,,True,,,True,,True,,6
3331,Tân Bình,5.65,48,,,True,,,,,,True,2
3332,Bình Tân,2.0,30.0,2,,,,,,,,,2
3333,,8.1,,,,True,True,,,,True,True,4
3334,Thủ Đức,3.3,71,,,,,True,,,,True,
3335,,10.5,88,,,True,,True,,True,,True,2
3336,,2.75,46,,,True,,,,,,,4
3337,Gò Vấp,3.2,41,2,2,True,,,,,,,2
3338,,4,56,3,,True,,,,,,True,2
3339,,530000000.0,,,,,,,,,,True,
3340, LINH CHIỂU,12.5,115.7,3,3,True,,,True,,,True,3
3341,,2.8,48,2,,True,,,True,,,,1
3342,Quận 12,4.2,85,3,4,True,True,True,True,,True,,2
3343,Quận 7,,340.0,,,True,,,,,,,5
3344,Q.BT,4.95,60,2,2,True,,True,,,,,2
3345,Quận Gò Vấp,,166.5,,,,,,,,,,
3346,TÂN HOÁ,6.0,54.0,3,,True,,,,,,,
3347,Tân Bình,3.45,32.0,2,2,True,,,,,,,
3348,Bình Thạnh,10.7,136,,,True,,True,,True,,,2
3349,P. Linh Đông,6.0,135.0,,,True,,,,,,,
3350,Q11,4.7,39,,,True,,,,,,True,2
3351,Quận 12,4.0,64.0,4,,,,,,,,,3
3352,Quận 8,4.9,33,3,3,True,True,True,True,,,,2
3353,Gò Vấp,2499000000.0,45.0,4,,,True,True,True,,,,3
3354,Quận 8,5.28,50.4,4,3,True,,True,True,,,,2
3355,Q.Gò Vấp,4.5,60,4,3,,,True,,,,,3
3356,Q.Gò Vấp,4.5,60.0,4,3,,,,,,,,3
3357,Quận 8,7.5,56.6,2,2,True,,,,,,,1
3358,Quận 12,5.0,66.0,3,3,,,,,,,,3
3359,,4.6,,4,4,,,,,,,,4
3360,Phú Nhuận,6.5,44,4,3,,,,,,,True,5
3361,Tân Bình,2.6,25,,,,,,,,,,
3362,Tân Bình,5.5,55,4,5,,,True,True,,,,
3363,P. Hiệp Bình Chánh,8.3,77.5,4,5,True,,,,,,,3
3364,Gò Vấp,,58.5,4,6,,,,,,,,4
3365,Quận Gò Vấp,13.6,218,,,True,,True,True,,True,,4
3366,,,,2,,,True,True,,,True,True,2
3367,,,,2,,,True,True,,,True,True,2
3368,Tân Bình,6.1,55,3,,,,,,,,True,3
3369,Bình Thạnh,10.9,62,6,4,True,,True,,True,True,,4
3370,Bình Thạnh,10.9,62,6,4,True,,True,,True,True,,4
3371,Tân Bình,3.0,45.0,2,2,True,,,,,,True,2
3372,,,74.9,2,3,True,,,,,,True,4
3373,Bình Tân,,48,3,3,,,,,,,,3
3374,Bình Tân,,48,3,3,,,,,,,,3
3375,Bình Thạnh,4.6,75,2,,True,,,,,,True,4
3376,"Quận 1, Quận 3",9.0,83.0,6,4,True,,,,,,,4
3377,Quận 1,1.2,,,,True,,True,True,,,,3
3378,Q8,65.0,471.0,,,True,,,,,,True,7
3379,Quận 12,5.4,85.6,,,,True,,,,,True,
3380,Quận 9,3.9,77,3,4,True,,,True,,,,2
3381,Quận Phú Nhuận,6.4,68,9,,True,,,,,,,3
3382,Phú Nhuận,6400000000.0,68,9,,True,,,,,,,3
3383,Gò Vấp,4.0,60.0,2,2,,,,,,,,2
3384,Bình Thạnh,3960000000.0,59.0,4,3,,,,,,,True,4
3385,Bình Thạnh,6.0,89.0,3,3,,,,,,,,3
3386,Phú Nhuận,3960000000.0,110.0,3,3,,,,,,,True,3
3387,Bình Thạnh,10.0,131.0,4,,True,,,,,,True,2
3388,,28.0,80.0,,,True,,,,,,,4
3389,Bình Chánh,690.0,152.0,3,2,,,,,,,,
3390,Quận Tân Phú,3.28,22.4,2,1,True,,,True,,,,2
3391,Gò Vấp,4.0,40.0,2,2,,,True,True,,,True,2
3392,Tân Bình,7.0,52.2,2,,True,,,,,,,2
3393,Quận 1,24.0,93.0,,,True,,,,,,,2
3394,Q12,3.6,56,3,,,,,,,,,3
3395,Quận 6,18.0,74.0,10,,True,,,,,,True,6
3396,Quận 8,18.0,92.0,,,,,,,,,,6
3397,Quận 8,7.5,85,6,6,5,,True,True,,True,,4
3398,Quận 7,11.5,60,7,,True,,,,,,,5
3399,Quận 7,8.5,112,,,True,,,,,,,6
3400,Quận 5,35.9,101.0,6,5,True,True,,True,True,,True,6
3401,Bình Tân,7.0,100.0,2,,True,,,,,,,2
3402,,3.7,,2,,True,True,False,False,False,False,False,1
3403,Gò Vấp,6.0,80.0,3,2,True,,True,True,,,,2
3404,Quận 10,2.0,22.0,,,True,,,,,,True,2
3405,,13.0,100.0,4,5,True,True,True,,,,,4
3406,Quận 3,30.9,69,10,,True,,,,,,,4
3407,,,46.0,4,,,,,,,,,
3408,,,46.0,4,,,,,,,,,5
3409,GÒ VẤP,10.8,64,6,7,True,,,,,True,,6
3410,Tân Bình,5.0,52.0,2,2,,,,,,,True,2
3411,Tân Bình,3.0,43.0,2,2,,,,,,,True,
3412,Quận 1,32,128,,,True,True,True,True,,True,True,3
3413,Huyện,1550000000.0,54.0,2,2,True,,True,True,,,,2
3414,Tp Thủ Đức,9.8,180,15,,,,True,,,,,3
3415,Huyện Bình Chánh,650000000,84,2,2,True,,True,,,True,,
3416,Q. Bình Tân,7.2,93.6,,,True,True,True,True,,,,3
3417,Q. Bình Tân,6.8,70,,,,,True,True,,,,
3418,Phú Nhuận,10.5,66,7,,,,,True,,True,True,
3419,Tân Phú,2.0,27.0,1,2,,,,,,,,2
3420,Tân Phú,2.95,36,,,True,,,,,,True,
3421,Tân Bình,,89.3,,,,,,,,,True,
3422,Phú Nhuận,6.2,71,4,,True,,,,,,True,4
3423,Quận 10,11.0,95.0,,,,,,,,,,
3424,,60.0,126.0,,,True,,,,,,,3
3425,Bình Thạnh,,27.5,2,2,,,,,,,,2
3426,Bình Chánh,760.0,88.0,2,2,,,,,,,,
3427,Tân Bình,3.7,50,3,2,True,,,,,,,2
3428,Quận Tân Phú,,,,,,,,,,,,2
3429,Q. Bình Tân,350000000000,2035,,,True,,,True,,True,,6
3430,Quận Tân Phú,,60.0,6,,True,True,,True,,,,2
3431,Quận 8,4.08,39.5,3,3,True,,True,True,,,,1
3432,Quận 8,8.9,36.8,3,3,True,,,,,,,5
3433,Gò Vấp,3.65,33,2,,,,True,,,,,2
3434,Quận 1,14.5,91,15,,,,,,,,True,6
3435,Huyện,790000000,256,14,,True,,True,True,,True,True,
3436,Q. Bình Thạnh,31.0,139.0,,,,,,,,,,2
3437,Q.Tân Bình,40.5,215,,,True,,,,,,,5
3438,Phú Nhuận,11.8,62,6,6,True,,,,,,,4
3439,,12,89,3,7,,,,,,,,5
3440,,12.0,89.0,5,7,,,,,,,,5
3441,Q.11,7.3,85,,,,,,,,,,2
3442,Q.11,7300000000,85,,,,,,,,,,2
3443,QUẬN 6,3.8,52,2,2,True,,,,,,,2
3444,Quận 6,3.8,56.0,2,2,True,,,,,,,2
3445,Tân Phú,2.3,47,1,1,True,,True,True,,,,
3446,Tân Phú,2.3,47,1,1,True,,True,True,,,,
3447,Quận 8,3.0,45.0,,,,,,,,,,2
3448,Quận 8,3.0,45.0,2,,,,,,,,,2
3449,Tân Bình,3.0,64.0,3,,,,,,,,,2
3450,Tân Bình,3.0,64.0,3,,,,,,,,,2
3451,Q1,31.0,80.0,,,True,,,,,True,,8
3452,Q1,31.0,80.0,,,True,,,,,True,,8
3453,Quận 1,52.0,197.8,,,,,,,,,True,8
3454,Quận 1,52,197.8,,,,,,,,,True,8
3455,,4.8,,2,2,True,,,,,,,2
3456,Quận 9,6.1,79,4,4,True,,,True,,,True,3
3457,Gò Vấp,5.65,42.0,2,,,,True,True,,,,2
3458,,,56.0,2,,,,,,,,True,2
